HIP,RAJ2000,DEJ2000,Dist,Teff,mag,Lum,Mass,Rad,CHZ,OHZ,plx
2733,00 34 55.2179,+22 54 09.7952,140.0,6728,9.0101,4.24,1.4,1.5,1.4,1.9,7.11
2735,00 34 55.9900,-01 18 36.6818,100.0,6077,8.8301,2.9,1.2,1.5,1.2,1.7,9.64
2739,00 34 59.8653,-21 27 04.4447,240.0,6295,10.55,3.2,1.3,1.5,1.2,1.7,4.15
2741,00 35 00.4456,-23 28 58.6523,89.0,6739,9.1176,1.6,1.4,0.92,0.8,1.2,11.29
2744,00 35 01.5564,-26 44 44.4183,100.0,6055,9.6899,1.3,1.19,1.0,0.8,1.1,9.9
2747,00 35 02.8636,-48 56 04.8585,54.0,6037,8.8885,0.8,1.18,0.819,0.6,0.9,18.37
2748,00 35 03.5653,-66 47 55.3071,200.0,6437,9.729,4.6,1.4,1.7,1.4,2.0,5.04
2751,00 35 07.5908,+07 43 23.8764,73.0,5948,8.4944,1.8,1.13,1.3,0.96,1.3,13.77
2760,00 35 13.7225,+51 50 18.6321,47.0,5981,7.4955,2.11,1.15,1.4,1.0,1.4,21.47
2761,00 35 14.4513,-59 48 57.2408,93.0,5394,9.7085,1.24,0.9,1.3,0.8,1.2,10.76
2764,00 35 16.1930,-86 42 18.8375,160.0,6841,8.9013,6.4,1.5,1.8,1.6,2.3,6.11
2765,00 35 15.6419,+04 05 36.0909,81.8,6263,8.1203,3.14,1.3,1.5,1.2,1.7,12.22
2766,00 35 15.9610,-29 12 34.8692,84.0,6121,8.7505,2.15,1.23,1.3,1.0,1.4,11.85
2767,00 35 16.3761,+11 59 10.5067,93.0,5591,10.519,0.519,0.97,0.77,0.5,0.7,10.81
2769,00 35 17.7421,-18 25 26.4883,170.0,6528,8.4812,10.7,1.4,2.6,2.2,3.0,5.77
2786,00 35 32.6152,-02 03 58.2584,49.0,4940,9.6368,0.408,0.78,0.87,0.5,0.7,20.35
2787,00 35 32.7497,-00 30 19.6523,54.0,6800,6.0422,9.7,1.5,2.3,2.0,3.0,18.35
2798,00 35 38.2117,-26 51 22.5390,160.0,6774,8.7226,7.3,1.5,2.0,1.8,3.0,6.27
2801,00 35 39.4801,+34 28 46.5567,160.0,7148,8.1523,12.0,1.6,2.3,2.2,3.0,6.17
2803,00 35 41.5615,-46 21 28.7065,250.0,6246,9.8027,7.9,1.3,2.4,1.9,3.0,4.01
2805,00 35 42.6315,-08 12 34.7830,74.0,6158,8.6486,1.8,1.3,1.17,0.9,1.3,13.56
2806,00 35 43.1587,-71 32 28.4753,140.0,6420,9.7725,2.14,1.4,1.18,0.99,1.4,7.26
2809,00 35 45.6899,-55 10 13.6055,200.0,6968,9.1382,7.4,1.5,1.9,1.8,2.5,5.1
2816,00 35 50.8453,+61 27 35.3205,630.0,6502,8.6887,119.0,1.4,8.6,7.0,10.0,1.58
2817,00 35 51.0486,-38 43 20.8036,240.0,6061,9.4152,9.5,1.19,2.8,2.2,3.0,4.15
2822,00 35 52.1424,+13 59 51.5671,160.0,5167,10.9778,0.96,0.84,1.22,0.8,1.1,6.42
2824,00 35 52.2007,+29 14 16.2622,47.0,5858,8.5028,0.9,1.09,0.922,0.7,0.96,21.11
2827,00 35 52.9043,-21 37 08.7968,180.0,5024,10.6925,1.7,0.8,1.7,1.0,1.4,5.44
2829,00 35 53.1191,+21 19 39.4968,77.0,5456,8.543,2.3,0.93,1.7,1.1,1.6,13.04
2830,00 35 53.9920,-30 37 03.5455,260.0,6063,11.1588,2.19,1.19,1.3,1.0,1.5,3.9
2835,00 35 57.2769,-48 19 09.7840,130.0,6367,9.5572,2.21,1.4,1.22,1.0,1.4,7.88
2840,00 36 00.5375,-28 16 04.8236,230.0,6189,9.9314,5.25,1.3,2.0,1.6,2.2,4.39
2841,00 36 00.7990,-59 43 01.9014,57.0,7002,6.9967,4.4,1.6,1.4,1.4,1.9,17.62
2842,00 36 01.1298,-31 24 11.8904,270.0,6256,10.2198,5.4,1.3,2.0,1.6,2.2,3.74
2845,00 36 02.8931,-31 38 00.8784,150.0,5728,9.2356,4.4,1.0,2.12,1.5,2.1,6.86
2847,00 36 03.6315,+07 09 21.6316,52.3,6039,7.8874,1.7,1.18,1.2,0.9,1.3,19.11
2852,00 36 06.9026,-22 50 31.9584,49.0,7153,6.139,6.5,1.6,1.7,1.6,2.3,20.46
2853,00 36 07.5366,-20 45 30.9248,77.0,6636,7.9817,3.4,1.4,1.4,1.2,1.7,12.93
2855,00 36 09.4327,-36 56 11.8477,108.0,5891,9.4015,2.0,1.1,1.4,1.0,1.4,9.27
2857,00 36 12.0849,-26 45 37.4400,150.0,6993,8.5733,7.3,1.5,1.8,1.7,2.5,6.62
2861,00 36 16.8462,-17 36 39.5876,170.0,6510,9.364,4.6,1.4,1.7,1.4,2.0,5.94
2862,00 36 17.3066,-54 50 04.1696,300.0,6256,9.9608,8.6,1.3,2.5,2.0,3.0,3.33
2873,00 36 24.3065,+08 52 27.0719,99.0,5093,7.9996,6.8,0.816,3.4,2.1,3.0,10.06
2874,00 36 25.7312,-26 34 31.4794,88.0,6086,9.6369,1.0,1.21,0.922,0.7,1.0,11.32
2878,00 36 27.6305,-58 12 33.0906,97.0,6621,8.4942,3.3,1.4,1.4,1.2,1.7,10.36
2881,00 36 30.2748,-61 02 51.3415,81.8,5758,9.227,1.4,1.0,1.18,0.9,1.2,12.23
2885,00 36 33.1392,+13 16 22.3676,83.0,6386,8.66,2.1,1.4,1.19,0.98,1.4,12.03
2886,00 36 33.4575,+56 08 31.9235,210.0,6220,8.0862,23.0,1.3,4.17,3.0,5.0,4.77
2891,00 36 39.8514,-33 15 57.3827,206.0,6647,10.201,3.0,1.4,1.3,1.2,1.6,4.85
2893,00 36 43.0361,-27 25 09.7836,205.0,6795,8.0514,22.1,1.5,3.4,3.0,4.0,4.87
2894,00 36 43.3179,+48 49 41.9935,57.0,5900,8.7764,1.0,1.11,0.96,0.7,1.0,17.5
2896,00 36 43.7861,+27 03 09.1310,130.0,6497,7.8959,9.4,1.4,2.4,2.1,3.0,7.93
2902,00 36 46.8187,-24 30 02.8361,71.3,5460,8.0912,3.18,0.93,2.0,1.3,1.9,14.03
2907,00 36 49.6369,-76 18 34.4557,170.0,6770,6.8133,44.0,1.5,4.8,4.0,6.0,6.06
2914,00 36 55.7576,+15 44 49.5238,170.0,6128,10.6417,1.4,1.23,1.06,0.8,1.2,5.96
2915,00 36 55.8494,+22 18 12.9745,280.0,5815,9.007,19.0,1.07,4.3,3.0,4.0,3.51
2916,00 36 56.0892,-06 33 49.7591,124.0,6014,8.2885,6.7,1.16,2.4,1.8,3.0,8.06
2918,00 36 57.0749,+05 24 44.9459,170.0,6497,8.3201,11.7,1.4,2.7,2.3,3.0,5.93
2919,00 36 57.1982,-06 06 39.1467,130.0,5787,8.5771,5.8,1.05,2.4,1.8,2.5,7.65
2923,00 37 03.5600,+31 29 11.3313,180.0,6740,7.7198,21.2,1.4,3.4,3.0,4.0,5.52
2924,00 37 05.7841,-26 08 41.6158,210.0,6016,10.347,3.0,1.17,1.6,1.2,1.7,4.77
2925,00 37 06.0898,-79 04 56.1680,400.0,6737,10.1744,11.8,1.4,2.5,2.3,3.0,2.47
2927,00 37 08.1734,+15 08 23.9633,60.8,5838,8.2322,1.7,1.08,1.3,0.9,1.3,16.44
2933,00 37 13.3359,-63 49 12.8149,308.0,6598,10.0029,7.8,1.4,2.14,1.9,3.0,3.25
2939,00 37 18.8743,-35 25 12.8169,86.0,5900,8.4008,3.17,1.11,1.7,1.3,1.8,11.66
2940,00 37 19.4734,-77 29 10.1823,270.0,6318,8.844,20.0,1.3,3.7,3.0,4.0,3.64
2943,00 37 21.4887,-39 03 44.6995,113.0,6369,10.4468,0.77,1.4,0.719,0.6,0.8,8.85
2952,00 37 29.6046,+21 55 11.3913,190.0,6984,9.0442,7.3,1.5,1.8,1.7,2.5,5.26
2955,00 37 31.1971,+55 13 31.3163,119.0,5853,7.7319,11.3,1.09,3.3,2.4,3.0,8.4
2964,00 37 39.1656,-25 33 37.8315,160.0,6718,8.6543,7.5,1.4,2.0,1.8,3.0,6.36
2966,00 37 44.3478,+42 31 29.3575,170.0,6461,8.0326,16.0,1.4,3.23,3.0,4.0,5.8
2967,00 37 45.3292,-22 58 32.0579,140.0,4944,9.8037,2.9,0.78,2.3,1.4,1.9,7.03
2970,00 37 50.6628,+02 23 40.2246,580.0,5998,9.943,34.0,1.16,5.4,4.0,6.0,1.71
2975,00 37 51.2959,+18 54 02.8090,115.0,6224,9.3986,2.0,1.3,1.22,0.98,1.4,8.7
2976,00 37 52.4666,-16 40 18.7670,150.0,6576,8.4966,8.3,1.4,2.22,1.9,3.0,6.55
2977,00 37 55.0489,+48 17 35.2199,260.0,6941,8.5209,22.2,1.5,3.3,3.0,4.0,3.87
2979,00 37 55.5742,-44 51 09.0014,73.0,5959,9.5192,0.822,1.14,0.85,0.6,0.9,13.7
2980,00 37 56.8699,-05 59 52.6339,130.0,6025,8.5904,5.5,1.17,2.16,1.7,2.3,7.61
2984,00 37 57.4141,-40 53 22.7100,200.0,6317,8.912,9.8,1.3,2.6,2.1,3.0,5.04
2986,00 37 57.7746,-81 10 38.7650,220.0,6353,9.1327,9.9,1.4,2.6,2.1,3.0,4.54
2987,00 37 57.9598,-22 20 15.6327,180.0,5335,9.1686,7.4,0.89,3.18,2.1,3.0,5.66
2990,00 38 01.0647,+25 10 26.8612,150.0,6026,8.5382,6.9,1.17,2.4,1.9,3.0,6.81
2997,00 38 06.3397,-41 35 32.0628,250.0,5582,7.3704,72.5,0.97,9.11,6.0,9.0,4.07
3000,00 38 08.0024,+04 23 48.5254,80.0,5434,9.6203,0.95,0.918,1.1,0.7,1.0,12.53
3001,00 38 08.1827,-66 02 34.5880,109.0,5634,7.4973,13.0,0.99,3.7,3.0,4.0,9.18
3003,00 38 11.7714,-22 15 49.8039,90.6,5328,9.6848,1.19,0.88,1.3,0.8,1.2,11.04
3006,00 38 14.7125,+84 40 30.0743,41.3,6238,7.2329,2.0,1.3,1.22,0.98,1.4,24.23
3007,00 38 14.6788,-62 28 54.1893,160.0,6398,9.5422,3.4,1.4,1.5,1.3,1.8,6.35
3011,00 38 18.8459,-32 39 27.7902,150.0,5920,10.1037,1.9,1.12,1.3,0.99,1.4,6.73
3012,00 38 20.2455,-32 02 05.7808,160.0,6311,8.9167,6.6,1.3,2.14,1.8,2.5,6.16
3014,00 38 21.2092,+19 42 18.1840,94.0,6090,8.4857,3.2,1.21,1.6,1.3,1.8,10.62
3015,00 38 23.2429,+45 11 12.5614,330.0,6606,8.8741,28.0,1.4,4.0,3.0,5.0,2.99
3016,00 38 23.5514,-44 48 57.8977,160.0,5992,9.9,2.5,1.15,1.5,1.1,1.6,6.45
3019,00 38 25.3705,+01 16 40.8694,140.0,6382,8.9557,4.4,1.4,1.7,1.4,2.0,7.03
3020,00 38 27.3900,-45 54 05.2392,80.9,6262,7.5218,6.0,1.3,2.09,1.7,2.4,12.36
3021,00 38 28.4368,+38 01 09.2023,100.0,6192,8.4513,3.9,1.3,1.7,1.4,1.9,9.98
3023,00 38 30.3453,-57 56 12.0906,111.0,5972,10.2009,0.94,1.14,0.9,0.7,0.97,8.97
3024,00 38 31.7158,-21 17 03.1749,97.0,5666,9.8258,1.1,1.0,1.09,0.8,1.1,10.34
3027,00 38 32.3233,-37 59 56.0097,150.0,6292,8.9832,5.18,1.3,1.9,1.6,2.2,6.75
3033,00 38 34.4093,+06 01 19.1528,71.6,5755,8.8895,1.4,1.0,1.2,0.9,1.2,13.96
3035,00 38 36.1619,-23 35 56.8958,63.0,6741,7.2083,4.5,1.4,1.6,1.4,2.0,15.94
3036,00 38 36.6808,-84 05 14.3376,130.0,6993,8.643,5.4,1.5,1.6,1.5,2.1,7.47
3041,00 38 39.8365,-56 55 56.9237,150.0,6823,9.1108,4.7,1.5,1.6,1.4,2.0,6.46
3047,00 38 43.4414,-15 39 49.7458,240.0,6654,8.9686,13.0,1.4,2.7,2.4,3.0,4.13
3049,00 38 45.1826,-27 10 17.5433,130.0,5971,9.3932,2.8,1.14,1.6,1.2,1.7,7.81
3051,00 38 45.3093,-21 02 24.3928,180.0,6070,9.0705,6.3,1.2,2.3,1.8,2.5,5.69
3052,00 38 45.4376,+21 44 40.8839,100.0,6772,8.0623,5.7,1.5,1.7,1.6,2.2,9.53
3053,00 38 45.6818,-85 24 44.5343,37.0,5457,7.8814,1.1,0.93,1.18,0.8,1.1,26.67
3055,00 38 48.1524,+00 56 47.4470,90.0,5685,8.9031,2.09,1.0,1.5,1.1,1.5,11.15
3057,00 38 49.1936,+09 44 36.6627,95.0,5916,9.8446,0.96,1.12,0.93,0.7,0.98,10.48
3059,00 38 49.9356,-25 36 01.8892,140.0,6325,8.8749,5.0,1.3,1.9,1.5,2.1,7.14
3060,00 38 50.3018,-18 52 04.8956,160.0,6089,8.4405,10.0,1.21,2.9,2.3,3.0,6.22
3072,00 38 59.0287,-01 09 50.6650,88.0,5253,9.8525,0.93,0.86,1.16,0.7,1.0,11.32
3073,00 38 59.4561,+03 52 02.1958,140.0,5270,10.9332,0.74,0.87,1.0,0.7,0.9,6.97
3080,00 39 07.6875,+51 01 37.7092,140.0,6800,8.4865,6.5,1.5,1.8,1.7,2.4,7.32
3084,00 39 11.2401,-57 58 04.0351,79.0,6505,6.9118,9.5,1.4,2.4,2.1,3.0,12.68
3090,00 39 18.8523,-01 58 03.3051,100.0,6967,8.3699,3.9,1.5,1.4,1.3,1.8,9.89
3091,00 39 19.4705,+41 55 31.3159,190.0,6738,9.2305,5.9,1.4,1.8,1.6,2.3,5.39
3099,00 39 26.7610,-24 31 24.7152,221.0,5997,9.5815,6.9,1.15,2.4,1.9,3.0,4.53
3100,00 39 28.0616,-35 37 17.4043,150.0,6731,10.1566,1.9,1.4,1.0,0.9,1.3,6.47
3101,00 39 28.2641,+26 44 12.8804,71.8,5950,8.9534,1.3,1.13,1.08,0.8,1.1,13.93
3106,00 39 33.8319,+52 33 48.4570,117.0,6434,8.7159,4.11,1.4,1.6,1.4,1.9,8.56
3109,00 39 35.3573,+36 47 26.0844,150.0,6605,8.2889,8.4,1.4,2.22,1.9,3.0,6.74
3112,00 39 36.8554,+43 38 12.4990,170.0,6576,8.8573,7.0,1.4,2.0,1.8,3.0,6.02
3115,00 39 38.2361,-03 04 59.0147,63.0,6330,7.9897,2.25,1.3,1.25,1.0,1.4,15.77
3117,00 39 38.5234,-29 35 29.3141,219.0,6322,9.9285,4.7,1.3,1.8,1.5,2.1,4.57
3118,00 39 39.6597,-21 34 44.8968,112.0,5742,9.5002,1.9,1.0,1.4,1.0,1.4,8.9
3122,00 39 43.6437,-11 09 01.7269,70.0,6217,6.9263,7.06,1.3,2.3,1.8,3.0,14.28
3132,00 39 47.7549,+82 29 36.8689,33.0,5754,6.5033,2.9,1.0,1.7,1.2,1.7,30.07
3133,00 39 49.4214,+87 47 48.2413,570.0,6547,9.1161,65.0,1.4,6.3,5.0,8.0,1.74
3134,00 39 50.3494,-14 17 56.9491,240.0,6402,9.5765,7.6,1.4,2.24,1.9,3.0,4.24
3136,00 39 51.9585,+63 13 39.2254,140.0,6226,7.8353,13.0,1.3,3.0,2.4,3.0,7.37
3139,00 39 56.0042,-26 40 50.9853,130.0,6623,9.3944,2.8,1.4,1.3,1.1,1.6,7.51
3144,00 39 58.4633,-17 39 41.0373,170.0,5871,10.1941,2.3,1.1,1.5,1.1,1.5,6.06
3147,00 40 00.6504,-73 45 42.5573,160.0,6699,8.5985,8.3,1.4,2.14,1.9,3.0,6.18
3148,00 40 01.8391,-46 54 45.4565,68.0,6065,8.8874,1.3,1.19,1.0,0.8,1.1,14.63
3150,00 40 02.3959,+10 16 01.8605,190.0,5378,8.8295,10.0,0.9,3.7,2.5,3.0,5.32
3156,00 40 07.1302,-54 35 52.8932,130.0,6185,9.222,3.4,1.3,1.6,1.3,1.8,7.55
3160,00 40 13.5806,-37 34 46.6720,150.0,6221,8.8208,6.23,1.3,2.15,1.7,2.4,6.68
3161,00 40 13.5862,+07 47 18.6272,48.0,4238,11.6445,0.087,0.614,0.55,0.3,0.4,21.05
3168,00 40 24.1618,-23 25 46.1089,160.0,6499,9.6281,3.4,1.4,1.5,1.2,1.7,6.1
3169,00 40 24.3375,-07 39 23.0994,68.0,5933,7.5562,3.9,1.12,1.9,1.4,2.0,14.76
3173,00 40 26.1448,-35 29 39.5447,1140.0,6333,10.308,87.0,1.4,7.8,6.0,9.0,0.88
3174,00 40 27.4050,+16 34 48.5275,70.0,5221,8.3821,2.4,0.85,1.9,1.2,1.7,14.31
3177,00 40 29.3363,-32 16 04.3734,480.0,6627,9.6941,26.0,1.4,3.9,3.0,5.0,2.09
3183,00 40 32.3012,-01 46 15.1173,98.0,5949,8.6221,3.08,1.13,1.7,1.2,1.8,10.22
3191,00 40 39.6305,+30 00 23.2494,140.0,6182,9.0666,4.19,1.3,1.8,1.4,2.0,6.98
3194,00 40 42.7800,-69 05 53.5595,240.0,6413,9.1572,11.7,1.4,2.8,2.3,3.0,4.09
3196,00 40 44.5370,-58 27 57.7251,200.0,6686,8.3106,17.0,1.4,3.0,3.0,4.0,4.98
3201,00 40 46.9691,-11 22 01.5522,150.0,6112,9.2048,4.5,1.22,1.9,1.5,2.1,6.64
3203,00 40 47.4823,-07 13 56.5803,27.0,6004,7.1107,0.95,1.16,0.9,0.7,0.97,37.73
3204,00 40 47.9807,-27 22 30.6698,85.0,6283,8.4869,2.7,1.3,1.4,1.1,1.6,11.78
3210,00 40 51.4677,-53 12 35.2853,45.0,6030,7.4833,2.12,1.17,1.3,1.0,1.4,22.3
3219,00 40 55.8088,-32 45 04.2940,140.0,6358,9.4927,3.0,1.4,1.4,1.2,1.7,6.95
3222,00 40 56.9395,-04 33 54.0093,99.0,6054,9.0726,2.11,1.19,1.3,1.0,1.4,10.09
3223,00 40 57.9868,+41 43 51.1249,630.0,6556,9.4144,59.0,1.4,6.0,5.0,7.0,1.59
3224,00 40 58.9447,-47 04 11.5747,130.0,5793,9.7399,2.3,1.06,1.5,1.1,1.5,7.41
3226,00 41 03.9684,-23 08 53.9616,430.0,6316,9.2161,31.9,1.3,4.7,4.0,5.0,2.33
3228,00 41 05.3858,+38 16 44.8762,130.0,6137,9.2276,3.3,1.24,1.6,1.3,1.8,7.43
3230,00 41 06.6222,-23 31 33.5401,200.0,6519,9.968,3.7,1.4,1.5,1.3,1.8,4.88
3239,00 41 12.6494,-34 32 03.2303,140.0,5988,10.0783,1.8,1.15,1.24,0.9,1.3,7.11
3241,00 41 14.1671,-66 30 50.2561,109.0,6206,9.7271,1.4,1.3,1.0,0.8,1.2,9.2
3242,00 41 15.1847,+14 57 06.2700,890.0,6605,9.6855,86.0,1.4,7.07,6.0,9.0,1.12
3247,00 41 21.5525,-75 48 46.1801,180.0,6464,8.7211,9.8,1.4,2.5,2.1,3.0,5.46
3249,00 41 24.2221,-13 10 20.3286,36.0,4202,10.8289,0.14,0.605,0.717,0.3,0.5,27.57
3251,00 41 25.3886,+28 02 33.5548,390.0,6995,7.9481,80.7,1.6,6.12,6.0,8.0,2.56
3254,00 41 26.7261,-73 06 46.5396,69.0,5745,10.1119,0.44,1.0,0.67,0.5,0.7,14.56
3260,00 41 30.4745,-04 13 58.1526,100.0,6790,8.5091,3.5,1.5,1.3,1.2,1.7,9.76
3263,00 41 31.7951,-59 17 23.4023,140.0,6796,9.2533,3.24,1.5,1.3,1.2,1.7,7.36
3264,00 41 32.9120,-01 17 58.8463,130.0,6341,8.7201,4.6,1.4,1.8,1.5,2.1,7.9
3265,00 41 34.0327,+01 44 52.6695,230.0,7179,7.972,28.0,1.6,3.4,3.0,5.0,4.3
3267,00 41 34.5179,+65 52 06.1017,47.0,6125,7.0719,3.0,1.23,1.5,1.2,1.7,21.45
3270,00 41 40.3087,+05 34 25.0510,280.0,6657,9.0235,16.0,1.4,3.0,3.0,4.0,3.54
3272,00 41 41.9423,+20 08 13.9924,58.0,5921,7.9396,2.0,1.12,1.3,1.0,1.4,17.11
3273,00 41 42.3409,+49 49 59.3167,140.0,6453,7.7451,14.0,1.4,3.0,2.5,4.0,7.23
3278,00 41 46.1178,+00 09 57.2594,170.0,6101,10.8325,1.4,1.22,1.0,0.8,1.1,5.81
3288,00 41 57.4890,-43 07 29.3309,150.0,7026,7.1512,25.0,1.6,3.4,3.0,5.0,6.75
3289,00 41 57.7951,+59 54 52.9577,190.0,7159,7.4946,30.0,1.6,3.5,3.0,5.0,5.31
3290,00 41 59.8377,-55 46 55.3851,90.0,6948,7.7573,5.3,1.5,1.6,1.5,2.1,11.15
3291,00 42 00.2542,-24 56 56.3487,140.0,6156,11.1593,0.73,1.3,0.75,0.6,0.8,7.38
3293,00 42 01.4335,+40 41 18.2762,50.0,6507,7.1295,3.2,1.4,1.4,1.2,1.7,19.99
3295,00 42 02.1970,-24 57 02.1736,208.0,6112,10.0156,4.0,1.22,1.8,1.4,2.0,4.81
3304,00 42 07.2995,-17 44 26.3544,85.0,5776,9.6176,1.0,1.0,1.0,0.7,1.0,11.76
3309,00 42 08.8201,+34 28 11.4460,240.0,5617,10.2065,4.8,0.98,2.3,1.6,2.3,4.18
3312,00 42 09.8530,+32 06 25.3440,100.0,6180,8.9547,2.4,1.3,1.4,1.1,1.5,9.7
3313,00 42 11.5043,-06 14 48.2974,140.0,6321,8.8772,4.9,1.3,1.9,1.5,2.1,7.1
3314,00 42 11.6208,+10 49 07.9123,180.0,6315,9.5869,4.08,1.3,1.7,1.4,1.9,5.6
3315,00 42 12.0806,-22 59 30.6737,180.0,6724,9.7501,3.6,1.4,1.4,1.3,1.8,5.45
3317,00 42 16.3383,-56 52 32.0423,52.2,4694,10.5809,0.23,0.717,0.73,0.4,0.6,19.15
3318,00 42 18.4437,-45 33 03.7569,61.5,6232,8.268,1.8,1.3,1.14,0.9,1.3,16.25
3319,00 42 19.9102,+04 48 37.8528,317.0,5746,9.8848,10.0,1.0,3.24,2.3,3.0,3.15
3321,00 42 20.9078,-30 48 24.4275,190.0,6140,9.3407,6.6,1.24,2.3,1.8,3.0,5.14
3323,00 42 21.2913,+13 59 40.3198,118.0,6330,8.6328,4.24,1.3,1.7,1.4,2.0,8.45
3326,00 42 23.2133,+04 10 00.0308,60.0,6206,7.7044,2.8,1.3,1.5,1.2,1.6,16.67
3328,00 42 24.7158,-19 43 01.8958,108.0,6048,10.2676,0.86,1.18,0.84,0.7,0.9,9.23
3330,00 42 28.2971,-65 28 05.2683,41.0,6351,5.494,9.7,1.4,2.6,2.1,3.0,24.37
3331,00 42 28.9491,+27 38 34.5716,180.0,6600,7.2872,30.0,1.4,4.19,4.0,5.0,5.68
3335,00 42 32.4521,-26 11 16.6312,270.0,6606,9.96,7.0,1.4,2.0,1.8,2.5,3.66
3342,00 42 36.0544,-16 42 11.7992,58.0,5706,9.01,0.87,1.0,0.95,0.7,0.96,17.2
3345,00 42 37.9019,+11 06 40.4913,190.0,7107,8.9707,7.8,1.6,1.8,1.8,3.0,5.3
3350,00 42 40.9156,+01 41 42.8216,180.0,6242,8.7315,8.7,1.3,2.5,2.0,3.0,5.71
3354,00 42 43.1035,+85 14 14.1334,130.0,6406,9.6933,2.0,1.4,1.16,0.97,1.4,7.75
3357,00 42 43.4224,+03 47 25.3653,112.0,6174,8.9398,3.0,1.3,1.5,1.2,1.7,8.91
3358,00 42 44.3694,-19 04 11.3948,100.0,6069,8.8619,2.5,1.2,1.4,1.1,1.6,10.01
3359,00 42 45.9679,-20 21 36.3051,108.0,6021,9.8484,1.3,1.17,1.06,0.8,1.1,9.23
3364,00 42 48.9604,+08 42 53.4619,190.0,5839,9.7701,3.9,1.08,1.9,1.4,2.0,5.38
3369,00 42 50.7593,-09 55 17.9011,40.0,6294,6.7497,2.9,1.3,1.4,1.2,1.6,25.24
3373,00 42 53.1992,+20 46 35.6473,160.0,6268,9.4208,3.9,1.3,1.7,1.4,1.9,6.29
3374,00 42 53.7073,+57 41 58.9697,260.0,6347,9.4388,10.0,1.4,2.6,2.2,3.0,3.91
3375,00 42 54.3492,-20 37 43.4476,180.0,6160,9.954,3.21,1.3,1.6,1.2,1.8,5.6
3377,00 42 56.3533,+21 47 40.7418,223.0,6734,9.1309,9.7,1.4,2.3,2.0,3.0,4.48
3379,00 42 57.2723,-26 37 41.4367,460.0,6589,9.7059,24.0,1.4,3.8,3.0,5.0,2.19
3384,00 43 01.3483,+09 01 07.9000,120.0,5182,8.7633,4.9,0.84,2.8,1.7,2.4,8.32
3385,00 43 01.7957,-03 51 22.5646,130.0,6484,7.3145,17.0,1.4,3.25,3.0,4.0,7.71
3387,00 43 02.8998,-19 10 53.2905,322.0,6676,10.3456,6.6,1.4,1.9,1.7,2.4,3.11
3394,00 43 16.4796,-45 10 43.2191,360.0,6631,10.324,7.8,1.4,2.11,1.8,3.0,2.81
3398,00 43 17.4156,-32 56 53.7275,180.0,6267,9.1989,5.9,1.3,2.06,1.7,2.4,5.65
3399,00 43 17.4479,+02 03 13.0626,200.0,6842,8.0925,19.0,1.5,3.14,3.0,4.0,5.04
3400,00 43 18.1911,-34 51 59.6654,76.0,5477,10.2649,0.46,0.93,0.76,0.5,0.7,13.17
3403,00 43 19.5755,+60 30 09.6117,150.0,6732,8.8797,5.6,1.4,1.7,1.6,2.2,6.65
3404,00 43 21.0758,-47 59 21.8283,140.0,6514,8.3484,8.0,1.4,2.23,1.9,3.0,7.12
3407,00 43 23.6522,+02 35 02.6611,213.0,6506,8.0075,23.0,1.4,3.8,3.0,5.0,4.69
3410,00 43 24.6911,-00 53 38.8642,70.0,5210,9.3751,0.99,0.85,1.22,0.8,1.1,14.33
3411,00 43 25.2670,-25 55 20.7505,115.0,6448,9.0619,2.9,1.4,1.4,1.1,1.6,8.66
3416,00 43 28.8283,+02 18 28.0365,112.0,6359,9.084,2.6,1.4,1.3,1.1,1.5,8.96
3422,00 43 35.8746,-50 58 35.6402,218.0,6594,8.7531,13.0,1.4,2.8,2.4,3.0,4.58
3423,00 43 37.0009,-24 43 45.6832,90.0,5687,9.807,1.0,1.0,1.0,0.7,1.0,11.11
3424,00 43 37.0920,+10 04 44.3337,95.0,5978,9.2183,1.7,1.14,1.2,0.9,1.3,10.5
3425,00 43 37.6768,-47 53 09.5435,170.0,6273,8.7542,8.17,1.3,2.4,2.0,3.0,5.98
3426,00 43 37.8099,-60 41 07.7773,150.0,6078,9.3301,4.08,1.2,1.8,1.4,2.0,6.6
3429,00 43 43.4479,+28 46 42.7570,119.0,6417,8.8905,3.3,1.4,1.5,1.2,1.7,8.39
3431,00 43 45.5992,-39 10 54.6926,114.0,5902,10.4264,0.85,1.11,0.88,0.7,0.9,8.78
3432,00 43 48.0188,+42 16 55.7986,760.0,6776,9.4489,81.0,1.5,6.5,6.0,8.0,1.31
3433,00 43 49.0358,+84 14 42.9235,370.0,6337,10.6489,7.12,1.4,2.21,1.8,3.0,2.71
3434,00 43 48.7127,-37 28 22.0230,64.0,6400,7.7389,3.05,1.4,1.4,1.2,1.7,15.52
3438,00 43 52.2639,+33 18 38.4616,74.0,7067,6.9908,7.3,1.6,1.8,1.7,2.5,13.49
3443,00 43 58.9394,-24 52 20.7839,96.0,6196,8.7075,2.8,1.3,1.5,1.2,1.6,10.43
3450,00 44 05.9805,-36 25 56.3978,150.0,6198,10.0869,1.9,1.3,1.19,0.9,1.3,6.85
3451,00 44 07.5521,-74 15 54.7910,100.0,6384,7.6867,8.4,1.4,2.4,2.0,3.0,9.56
3454,00 44 11.2058,+46 14 08.2235,118.0,6485,7.5983,11.3,1.4,2.7,2.3,3.0,8.51
