HIP,RAJ2000,DEJ2000,Dist,Teff,mag,Lum,Mass,Rad,CHZ,OHZ,plx
2064,00 26 07.0437,+36 56 03.5437,66.0,4671,10.732,0.309,0.712,0.85,0.5,0.6,15.16
2065,00 26 08.0430,-47 58 27.8271,190.0,6352,10.5874,2.0,1.4,1.15,0.95,1.3,5.2
2066,00 26 08.6411,-11 22 36.7891,59.0,5989,8.3727,1.5,1.15,1.15,0.9,1.2,16.89
2067,00 26 09.8542,+07 38 06.4010,170.0,5544,11.431,0.86,0.96,1.0,0.7,0.97,5.8
2068,00 26 10.9838,+18 34 21.4828,106.0,6114,8.1894,5.23,1.22,2.0,1.6,2.2,9.42
2069,00 26 11.4127,-21 32 54.7851,108.0,6366,9.8098,1.2,1.4,0.9,0.7,1.1,9.3
2077,00 26 13.6697,+25 52 20.4803,470.0,6880,9.4697,29.0,1.5,3.8,3.0,5.0,2.12
2078,00 26 14.6218,-59 47 15.3070,160.0,5085,9.5445,4.8,0.813,2.8,1.7,2.4,6.24
2083,00 26 18.3395,+06 05 39.8794,88.0,6634,7.961,4.13,1.4,1.5,1.3,1.9,11.33
2091,00 26 23.5137,-37 26 54.9395,150.0,6400,10.5002,1.3,1.4,0.92,0.8,1.1,6.77
2094,00 26 26.6643,-39 42 03.7718,98.0,6392,9.1986,1.9,1.4,1.11,0.9,1.3,10.2
2097,00 26 33.3184,+52 26 46.3305,170.0,6311,8.7617,8.5,1.3,2.4,2.0,3.0,5.72
2098,00 26 33.6902,-19 59 36.3142,314.0,6911,10.2049,7.0,1.5,1.9,1.7,2.4,3.18
2099,00 26 36.9023,-14 01 47.2548,86.0,6469,8.6792,2.19,1.4,1.18,1.0,1.4,11.68
2110,00 26 47.6803,-22 56 57.0886,350.0,6872,10.7636,5.16,1.5,1.6,1.5,2.1,2.87
2111,00 26 48.7017,-67 43 17.0636,85.0,6531,8.2135,3.3,1.4,1.4,1.2,1.7,11.81
2113,00 26 49.4656,+27 11 21.0213,170.0,6600,8.3984,10.8,1.4,2.5,2.2,3.0,5.79
2114,00 26 50.3543,-39 33 33.2776,130.0,6541,9.2135,3.0,1.4,1.3,1.2,1.6,7.91
2115,00 26 50.9042,-83 08 20.8791,106.0,6335,8.1374,5.7,1.4,2.0,1.6,2.3,9.39
2117,00 26 52.2239,-05 31 21.8508,790.0,6298,9.4726,92.0,1.3,8.06,7.0,9.0,1.26
2118,00 26 52.3933,+09 19 10.8192,115.0,6919,8.0445,6.9,1.5,1.8,1.7,2.4,8.66
2121,00 26 53.1072,-00 55 46.5857,97.0,6324,8.7018,2.6,1.3,1.4,1.1,1.6,10.34
2122,00 26 53.1714,-20 39 51.5152,240.0,6633,8.5529,19.0,1.4,3.3,3.0,4.0,4.15
2125,00 26 54.8437,-39 52 54.8456,200.0,7061,9.0034,8.2,1.6,1.9,1.8,3.0,5.12
2127,00 26 58.6781,-75 47 01.7805,100.0,5978,9.6108,1.4,1.14,1.11,0.8,1.2,9.65
2129,00 26 59.8927,+17 54 12.8129,180.0,5811,8.8242,8.8,1.07,2.9,2.1,3.0,5.47
2133,00 27 03.9829,+29 03 45.0080,260.0,6588,9.1899,11.7,1.4,2.6,2.3,3.0,3.81
2134,00 27 04.0171,-20 30 47.8504,140.0,6418,9.4343,3.17,1.4,1.4,1.2,1.7,6.96
2135,00 27 04.5087,+25 02 31.5892,77.0,6144,6.7718,9.8,1.24,2.8,2.2,3.0,12.97
2136,00 27 05.2732,-36 33 59.3125,51.8,5068,9.644,0.46,0.808,0.88,0.5,0.8,19.3
2139,00 27 05.6067,-25 42 01.5975,150.0,6277,10.2573,1.6,1.3,1.06,0.9,1.2,6.7
2141,00 27 07.1742,-29 17 54.8908,98.0,6208,9.4948,1.4,1.3,1.0,0.8,1.2,10.25
2143,00 27 07.7882,-07 52 33.7635,55.0,5391,8.2382,1.6,0.9,1.5,0.97,1.3,18.02
2148,00 27 11.0589,-73 23 50.4408,215.0,6249,10.5423,2.6,1.3,1.4,1.1,1.6,4.66
2149,00 27 11.3304,+49 59 17.9800,260.0,6181,9.2207,13.0,1.3,3.18,3.0,4.0,3.92
2156,00 27 13.9057,+05 38 15.3988,111.0,5930,9.6751,1.5,1.12,1.17,0.9,1.2,9.04
2157,00 27 14.6305,-31 02 13.4739,113.0,6330,8.7914,3.6,1.3,1.6,1.3,1.8,8.82
2158,00 27 14.6946,-19 04 41.7453,180.0,5898,10.2552,2.21,1.11,1.4,1.1,1.5,5.56
2160,00 27 14.8521,-59 12 43.3571,312.0,7087,9.1339,18.0,1.6,2.8,3.0,4.0,3.2
2162,00 27 15.7739,-22 44 02.4212,300.0,6674,9.6416,11.5,1.4,2.5,2.2,3.0,3.28
2167,00 27 20.6035,-08 39 30.3230,121.0,6326,7.992,7.8,1.3,2.3,1.9,3.0,8.26
2171,00 27 24.3538,+16 00 35.1859,212.0,5996,10.3065,3.3,1.15,1.7,1.3,1.8,4.71
2173,00 27 26.2389,+15 01 53.9550,260.0,4963,10.0552,7.6,0.78,3.7,2.2,3.0,3.78
2174,00 27 26.6477,+26 16 44.2913,56.0,5820,7.6886,2.4,1.07,1.5,1.1,1.6,17.73
2175,00 27 27.7406,-34 17 38.9559,117.0,6432,9.5143,2.0,1.4,1.13,0.9,1.3,8.55
2177,00 27 29.9861,-31 49 41.7091,74.0,6913,7.8206,3.5,1.5,1.3,1.2,1.7,13.57
2183,00 27 35.2452,-15 27 15.7679,150.0,6779,9.082,4.3,1.5,1.5,1.4,1.9,6.74
2185,00 27 37.6180,-41 22 55.5156,190.0,7154,8.7898,8.9,1.6,1.9,1.9,3.0,5.38
2186,00 27 38.2234,-71 52 57.5022,88.0,6420,8.6293,2.6,1.4,1.3,1.1,1.5,11.3
2196,00 27 44.7844,-17 19 53.3911,150.0,6301,9.8464,2.4,1.3,1.3,1.1,1.5,6.56
2202,00 27 50.0482,+18 02 43.8922,230.0,6081,9.2466,10.0,1.2,2.9,2.2,3.0,4.31
2204,00 27 52.0479,+52 57 18.1309,87.0,6358,7.8828,5.0,1.4,1.8,1.5,2.1,11.44
2205,00 27 52.2571,+50 54 45.0524,160.0,6116,9.0479,5.9,1.23,2.16,1.7,2.4,6.24
2214,00 28 00.4123,-69 32 32.0661,190.0,6215,9.9942,3.5,1.3,1.6,1.3,1.8,5.18
2217,00 28 01.3766,-49 44 10.7288,223.0,6278,9.2359,9.3,1.3,2.6,2.1,3.0,4.48
2220,00 28 07.6485,+16 42 57.7653,180.0,6793,7.7738,22.0,1.5,3.4,3.0,4.0,5.49
2226,00 28 13.5737,-54 37 21.2610,116.0,5408,8.4245,6.4,0.909,2.9,1.9,3.0,8.6
2228,00 28 14.4861,-65 54 43.8280,170.0,7131,8.2751,12.0,1.6,2.3,2.2,3.0,5.92
2230,00 28 15.2084,-50 37 40.8742,89.0,6155,9.0549,1.8,1.25,1.18,0.9,1.3,11.22
2231,00 28 16.6687,+28 03 37.8269,81.4,5987,7.9408,4.0,1.15,1.9,1.4,2.0,12.28
2232,00 28 16.9952,+63 44 05.8288,160.0,5422,9.503,4.5,0.914,2.4,1.6,2.3,6.16
2233,00 28 18.3077,-44 23 20.1556,124.0,5787,10.1899,1.3,1.05,1.13,0.8,1.2,8.04
2234,00 28 19.8236,-64 43 46.6476,150.0,7197,7.8144,15.0,1.6,2.5,2.4,3.0,6.5
2237,00 28 21.1695,-20 20 05.1971,32.2,5665,6.5582,2.5,1.0,1.7,1.2,1.6,31.06
2239,00 28 26.4156,-29 17 04.7327,55.0,6322,7.2122,3.7,1.3,1.6,1.3,1.9,18.08
2242,00 28 28.3722,-02 30 47.9203,140.0,6172,9.6456,2.5,1.3,1.4,1.1,1.5,7.13
2245,00 28 32.3291,+12 35 16.5108,180.0,6280,10.0915,2.6,1.3,1.4,1.1,1.6,5.5
2246,00 28 33.1535,-11 14 13.9876,69.0,5837,6.9807,6.8,1.08,2.6,1.9,3.0,14.46
2254,00 28 41.9700,-37 00 38.4543,107.0,6085,10.1186,0.98,1.21,0.89,0.7,0.98,9.35
2255,00 28 42.7004,-24 04 42.5280,150.0,5792,10.4299,1.5,1.06,1.2,0.9,1.2,6.85
2257,00 28 45.5887,+00 46 01.7812,280.0,6868,10.0064,6.4,1.5,1.8,1.6,2.3,3.59
2261,00 28 49.7481,-49 05 57.3972,230.0,6644,10.2391,3.7,1.4,1.4,1.3,1.8,4.38
2263,00 28 50.7426,-24 38 12.0641,280.0,7011,7.2213,86.0,1.6,6.3,6.0,8.0,3.52
2266,00 28 52.1183,-44 36 24.7574,170.0,6462,8.6097,9.8,1.4,2.5,2.1,3.0,5.78
2274,00 29 04.0489,-17 13 00.7982,260.0,6455,9.9321,5.9,1.4,1.9,1.6,2.3,3.91
2275,00 29 05.6840,-07 42 10.0666,123.0,6103,9.0852,3.12,1.22,1.6,1.2,1.7,8.16
2276,00 29 05.7003,-31 37 20.2468,160.0,6896,9.1565,4.6,1.5,1.5,1.4,2.0,6.41
2284,00 29 10.8443,-45 03 33.6107,160.0,6337,9.1146,5.3,1.4,1.9,1.6,2.2,6.23
2291,00 29 15.8710,-13 33 36.3343,217.0,6951,9.0156,10.0,1.5,2.18,2.0,3.0,4.6
2295,00 29 17.5826,-31 16 38.4875,380.0,6319,10.3444,9.3,1.3,2.5,2.1,3.0,2.64
2296,00 29 17.7289,+50 07 48.2173,290.0,7164,8.9445,18.0,1.6,2.8,3.0,4.0,3.47
2299,00 29 20.1270,+79 52 41.9901,500.0,6278,10.6053,13.0,1.3,3.07,2.5,4.0,2.0
2303,00 29 23.1707,-35 43 30.4539,116.0,6456,8.6383,4.3,1.4,1.7,1.4,2.0,8.62
2305,00 29 23.5555,+40 50 30.5604,61.8,5844,8.0864,2.2,1.08,1.4,1.1,1.5,16.17
2306,00 29 24.6021,+26 29 43.3029,170.0,6642,8.399,10.7,1.4,2.5,2.2,3.0,5.77
2309,00 29 27.4646,+15 00 37.1221,180.0,5681,9.6393,4.5,1.0,2.19,1.6,2.2,5.46
2313,00 29 30.9537,+13 28 50.1843,170.0,6108,9.0599,6.13,1.22,2.21,1.7,2.4,5.92
2314,00 29 31.1496,+24 52 52.2632,98.0,6061,7.9,5.9,1.19,2.21,1.7,2.4,10.18
2316,00 29 32.5912,+19 02 02.3279,130.0,5426,9.9082,1.9,0.915,1.6,1.1,1.5,7.57
2318,00 29 33.4429,-35 49 25.0096,67.0,6055,8.953,1.14,1.19,0.97,0.8,1.1,14.92
2322,00 29 38.2467,-04 00 54.1079,270.0,5940,9.0185,17.0,1.13,3.9,3.0,4.0,3.73
2326,00 29 42.0445,+30 09 51.1254,82.0,6043,8.0093,3.8,1.18,1.8,1.4,1.9,12.2
2327,00 29 42.6345,+20 18 05.2154,77.0,6071,10.1145,0.46,1.2,0.613,0.5,0.7,13.06
2334,00 29 51.4551,-33 25 04.3339,170.0,5905,9.2356,5.6,1.11,2.3,1.7,2.4,5.95
2335,00 29 51.4461,+46 23 06.1326,170.0,6934,8.9945,6.06,1.5,1.7,1.6,2.3,6.0
2336,00 29 51.7001,+38 19 27.6663,81.7,6275,7.5776,5.7,1.3,2.0,1.6,2.3,12.24
2338,00 29 52.7910,-44 04 58.5559,130.0,6110,9.3257,3.06,1.22,1.6,1.2,1.7,7.59
2339,00 29 54.0589,+59 15 18.1299,109.0,5176,8.3956,6.23,0.84,3.11,2.0,3.0,9.16
2341,00 29 54.5950,+45 00 23.3339,110.0,5932,9.0802,2.8,1.12,1.6,1.2,1.7,9.1
2344,00 29 55.8115,-19 02 33.0497,170.0,6401,9.3982,4.5,1.4,1.7,1.4,2.0,5.86
2346,00 29 57.3497,-27 14 43.3702,350.0,6116,9.4939,18.0,1.23,3.8,3.0,4.0,2.89
2348,00 29 58.7623,-46 40 55.0024,160.0,4975,9.3986,5.8,0.78,3.25,1.9,3.0,6.23
2351,00 30 00.0287,-14 25 25.1244,218.0,6461,9.22,8.8,1.4,2.4,2.0,3.0,4.59
2352,00 30 01.7479,+75 14 34.2941,74.0,5849,8.5422,2.11,1.08,1.4,1.0,1.5,13.46
2358,00 30 08.6962,+04 51 36.2736,65.0,6434,6.6217,8.0,1.4,2.3,1.9,3.0,15.36
2359,00 30 09.2271,-22 30 20.2726,200.0,4996,9.7205,6.6,0.79,3.4,2.1,3.0,4.97
2360,00 30 09.2791,+24 36 26.3369,150.0,5277,9.0967,5.6,0.87,2.8,1.8,3.0,6.66
2361,00 30 09.8983,-33 24 12.2543,130.0,6186,10.3402,1.15,1.3,0.94,0.7,1.0,7.57
2364,00 30 10.6343,+54 27 47.9811,43.0,4713,10.3137,0.21,0.722,0.69,0.4,0.5,23.44
2366,00 30 11.9105,+35 38 36.7568,390.0,6648,8.9385,33.0,1.4,4.3,4.0,5.0,2.55
2369,00 30 14.9393,+05 21 44.1727,170.0,6576,9.1113,5.5,1.4,1.8,1.6,2.2,5.81
2370,00 30 16.3312,-29 14 37.5085,280.0,6566,12.4103,0.813,1.4,0.7,0.6,0.9,3.58
2375,00 30 18.9521,-28 27 27.0257,150.0,6237,10.439,1.5,1.3,1.0,0.8,1.2,6.53
2376,00 30 19.7143,-48 03 13.2544,130.0,5461,9.0793,4.3,0.93,2.3,1.6,2.2,7.74
2387,00 30 27.4318,+05 59 51.3779,207.0,5334,11.4022,0.93,0.89,1.13,0.7,1.0,4.83
2388,00 30 27.8278,-40 56 22.6509,130.0,7038,6.2665,44.0,1.6,4.5,4.0,6.0,7.72
2391,00 30 29.2251,+04 20 20.5433,47.0,4071,12.3683,0.059,0.57,0.49,0.22,0.3,21.31
2393,00 30 29.3585,+32 10 37.0099,160.0,6674,7.7278,22.0,1.4,3.5,3.0,4.0,6.35
2394,00 30 29.3883,-08 05 03.0578,190.0,6413,9.3976,5.7,1.4,1.9,1.6,2.3,5.2
2403,00 30 38.0356,-18 37 15.3710,100.0,6103,7.6642,8.5,1.22,2.6,2.0,3.0,9.73
2407,00 30 39.8757,+32 08 11.4576,160.0,6412,7.6246,20.9,1.4,3.7,3.0,4.0,6.27
2410,00 30 41.9908,+09 55 13.6235,140.0,4113,12.2239,0.516,0.58,1.4,0.7,0.9,7.31
2411,00 30 42.9360,+13 39 11.3961,130.0,5670,9.7434,2.16,1.0,1.5,1.1,1.5,7.71
2414,00 30 45.5596,+47 31 48.0193,49.0,5901,7.8699,1.7,1.11,1.25,0.9,1.3,20.27
2416,00 30 48.0695,-56 35 42.4475,55.0,5670,9.2055,0.65,1.0,0.84,0.6,0.8,18.1
2417,00 30 49.0581,-41 23 24.5180,83.0,6011,9.225,1.4,1.16,1.08,0.8,1.2,12.11
2418,00 30 49.2458,+66 07 51.8475,410.0,6965,10.0361,14.0,1.5,2.6,2.4,3.0,2.44
2423,00 30 54.3007,+64 03 51.6955,224.0,6432,8.2381,23.0,1.4,3.9,3.0,5.0,4.46
2424,00 30 54.7490,-38 45 00.0552,330.0,6520,10.1224,8.6,1.4,2.3,2.0,3.0,3.04
2425,00 30 54.9123,+35 00 44.8515,300.0,6307,9.6847,11.6,1.3,2.9,2.3,3.0,3.35
2429,00 30 58.5154,+34 05 55.1698,117.0,6261,8.1688,6.6,1.3,2.19,1.8,2.5,8.54
2434,00 31 01.6674,+43 22 27.1814,113.0,6189,8.6191,4.3,1.3,1.8,1.4,2.0,8.83
2438,00 31 03.1048,-32 37 54.5381,370.0,6411,10.36,9.0,1.4,2.4,2.0,3.0,2.67
2439,00 31 03.3729,+34 39 02.3720,450.0,5730,9.5498,28.0,1.0,5.4,4.0,5.0,2.22
2443,00 31 04.7562,-23 29 15.1360,250.0,6439,10.7643,2.8,1.4,1.3,1.1,1.6,4.0
2444,00 31 05.2324,-10 05 01.8970,80.0,5913,8.5984,2.3,1.11,1.4,1.1,1.5,12.5
2445,00 31 05.6628,-69 02 18.3691,130.0,6093,9.0487,3.8,1.21,1.7,1.4,1.9,7.82
2448,00 31 08.0241,-42 17 34.7752,150.0,6893,9.6253,3.0,1.5,1.21,1.1,1.6,6.47
2449,00 31 10.4911,-64 17 36.8393,312.0,6481,9.931,8.4,1.4,2.3,1.9,3.0,3.2
2451,00 31 11.9878,-21 21 04.3135,180.0,6799,8.5009,11.5,1.5,2.4,2.2,3.0,5.47
2458,00 31 15.2310,+01 57 53.1408,94.0,4386,12.4801,0.15,0.65,0.66,0.3,0.5,10.68
2461,00 31 16.4832,-20 56 53.0523,150.0,5974,10.5196,1.3,1.14,1.0,0.8,1.1,6.53
2466,00 31 21.9957,+63 19 50.6442,280.0,6981,9.8572,7.6,1.5,1.9,1.8,3.0,3.59
2467,00 31 20.2497,-11 13 25.6809,100.0,6557,8.1776,4.8,1.4,1.7,1.5,2.1,9.53
2471,00 31 23.9605,-02 01 02.5476,280.0,6140,9.8647,8.19,1.24,2.5,2.0,3.0,3.51
2479,00 31 30.3217,+11 31 56.3294,79.0,7155,7.2549,6.3,1.6,1.6,1.6,2.3,12.62
2483,00 31 31.7192,-11 16 23.6667,71.5,6230,8.287,2.3,1.3,1.3,1.0,1.5,13.99
2485,00 31 33.3644,+39 19 52.7953,200.0,5934,8.9373,9.5,1.12,2.9,2.2,3.0,5.08
2486,00 31 33.4804,-36 16 25.4326,412.0,6222,9.8268,18.0,1.3,3.7,3.0,4.0,2.43
2488,00 31 34.6457,-61 20 48.0141,130.0,6588,9.4817,2.3,1.4,1.16,1.0,1.4,7.96
2492,00 31 37.5438,+00 36 50.6389,94.0,5173,11.1141,0.34,0.84,0.73,0.5,0.6,10.62
2495,00 31 40.0186,+23 42 29.6009,99.0,5866,9.1201,2.11,1.09,1.4,1.0,1.5,10.1
2501,00 31 42.9334,+61 07 50.0009,280.0,6515,9.7646,8.8,1.4,2.3,2.0,3.0,3.56
2504,00 31 44.3955,-53 28 48.6233,70.0,5542,9.7784,0.64,0.95,0.87,0.6,0.8,14.21
2506,00 31 46.8882,-30 24 39.3883,150.0,6307,9.4856,3.15,1.3,1.5,1.2,1.7,6.87
2510,00 31 49.7518,+04 50 46.3642,106.0,7029,8.0722,5.5,1.6,1.6,1.5,2.1,9.45
2512,00 31 51.0594,+18 06 19.9753,91.9,6091,7.333,9.17,1.21,2.7,2.1,3.0,10.88
2513,00 31 52.7281,-25 42 40.1312,160.0,5934,9.6764,3.4,1.12,1.8,1.3,1.9,6.25
2518,00 31 56.3270,+28 30 34.6534,200.0,6566,8.9687,8.7,1.4,2.3,2.0,3.0,4.99
2519,00 31 56.5229,+01 30 37.5252,122.0,6464,8.9103,3.4,1.4,1.5,1.2,1.8,8.17
2521,00 31 57.3565,+03 51 44.6616,190.0,6121,8.8402,8.9,1.23,2.6,2.1,3.0,5.27
2525,00 32 02.8336,+67 09 40.0607,440.0,7164,8.4186,71.0,1.6,5.5,5.0,8.0,2.26
2528,00 32 04.9656,+50 00 12.8825,240.0,7037,9.1646,10.6,1.6,2.19,2.1,3.0,4.16
2530,00 32 06.1745,-36 14 21.6415,490.0,6210,10.6174,12.1,1.3,3.0,2.4,3.0,2.06
2532,00 32 07.0418,-12 17 42.0568,69.0,6073,8.4322,2.0,1.2,1.3,0.99,1.4,14.47
2538,00 32 14.0202,-26 47 45.8695,140.0,6493,9.8746,2.0,1.4,1.11,0.9,1.3,7.23
2542,00 32 21.0227,-51 59 25.6389,100.0,6269,8.8027,2.8,1.3,1.4,1.1,1.6,10.05
2543,00 32 21.7820,+58 20 19.1106,80.6,6764,7.1935,7.6,1.5,2.0,1.8,3.0,12.4
2547,00 32 23.6084,+13 32 13.2429,118.0,6319,9.3406,2.3,1.3,1.3,1.0,1.5,8.45
2550,00 32 25.2086,-24 52 34.4105,490.0,6913,10.2149,16.0,1.5,2.8,3.0,4.0,2.05
2556,00 32 28.5394,-68 00 27.5199,50.7,4965,9.5023,0.53,0.78,0.99,0.6,0.8,19.71
2559,00 32 31.3109,+10 29 12.0107,300.0,6937,8.4658,30.8,1.5,3.8,4.0,5.0,3.31
2564,00 32 34.3532,+51 06 13.3904,524.0,7127,8.3629,100.0,1.6,6.6,6.0,9.0,1.91
2566,00 32 35.0871,-06 12 25.2996,150.0,6360,9.3724,3.3,1.4,1.5,1.2,1.8,6.65
2567,00 32 35.0888,-18 06 32.9769,130.0,5300,8.2329,9.4,0.88,3.6,2.4,3.0,7.41
2569,00 32 36.8521,-09 02 02.6628,800.0,6181,9.383,100.0,1.3,8.7,7.0,10.0,1.25
2574,00 32 40.9245,-35 25 30.1871,81.2,5796,9.0437,1.6,1.06,1.25,0.9,1.3,12.32
2575,00 32 43.5552,+78 06 42.0207,80.0,6753,9.0188,1.3,1.5,0.84,0.8,1.1,12.45
2576,00 32 43.2132,+38 50 37.7732,211.0,6546,6.9837,57.0,1.4,5.9,5.0,7.0,4.75
2580,00 32 44.8355,-39 19 33.3750,87.0,6041,8.6403,2.6,1.18,1.5,1.1,1.6,11.45
2584,00 32 49.0995,-22 05 42.1498,550.0,6707,9.7318,34.0,1.4,4.3,4.0,5.0,1.81
2588,00 32 52.7355,-34 10 12.2791,270.0,7026,9.0305,15.0,1.6,2.6,2.5,4.0,3.73
2589,00 32 53.2030,-22 41 36.2477,1000.0,6247,10.8112,45.0,1.3,5.7,5.0,6.0,0.98
2593,00 32 53.7751,+29 36 39.5928,240.0,6344,8.3243,23.0,1.4,3.9,3.0,5.0,4.24
2595,00 32 55.7910,+16 10 01.8063,112.0,6293,7.0148,17.0,1.3,3.5,3.0,4.0,8.96
2597,00 32 59.3352,+18 23 42.8350,93.0,6600,7.6731,6.4,1.4,1.9,1.7,2.4,10.77
2598,00 32 59.9947,-23 29 29.7462,170.0,6322,10.2315,2.11,1.3,1.21,0.99,1.4,5.87
2602,00 33 03.2920,+50 29 34.6961,150.0,6460,8.4938,8.6,1.4,2.3,2.0,3.0,6.47
2603,00 33 03.3828,+33 50 45.9658,190.0,6573,8.5209,13.0,1.4,2.7,2.4,3.0,5.16
2609,00 33 08.2951,+07 35 08.2292,140.0,6156,9.4971,3.07,1.3,1.5,1.2,1.7,7.15
2617,00 33 14.0567,-30 56 20.3825,219.0,6044,10.3655,3.2,1.18,1.6,1.3,1.8,4.56
2619,00 33 14.8000,-18 01 04.3042,100.0,6156,9.7222,1.17,1.3,0.95,0.8,1.1,9.95
2621,00 33 15.9305,+17 57 33.7246,78.0,6180,8.2503,2.8,1.3,1.5,1.2,1.6,12.75
2622,00 33 16.8474,-24 17 29.3607,130.0,6521,10.3134,1.13,1.4,0.83,0.7,1.0,7.61
2623,00 33 16.9730,-21 51 14.5189,140.0,5972,8.9909,4.5,1.14,2.0,1.5,2.1,6.98
2626,00 33 18.3948,+13 50 26.2353,83.0,5968,7.9194,4.0,1.14,1.9,1.4,2.0,12.12
2629,00 33 23.2254,-71 15 58.3730,130.0,7054,6.1872,47.0,1.6,4.6,4.0,6.0,7.69
2631,00 33 23.8173,-40 43 42.9209,140.0,5904,9.2633,3.8,1.11,1.9,1.4,2.0,7.23
2632,00 33 24.9642,-04 02 37.6809,90.0,6102,8.892,2.06,1.22,1.3,1.0,1.4,11.07
2640,00 33 28.8058,+09 46 16.4932,160.0,6538,9.4812,3.8,1.4,1.5,1.3,1.8,6.1
2641,00 33 29.1453,-00 36 31.5058,130.0,7041,7.2604,17.0,1.6,2.8,3.0,4.0,7.79
2643,00 33 29.9689,+40 06 20.2193,57.0,6063,7.8714,2.19,1.19,1.3,1.0,1.5,17.53
2644,00 33 30.3855,+62 30 40.1865,400.0,7176,11.0356,4.7,1.6,1.4,1.4,2.0,2.52
2645,00 33 32.3736,-38 06 48.0171,71.7,6021,7.3955,5.5,1.17,2.15,1.6,2.3,13.95
2650,00 33 36.5075,-38 41 08.6667,140.0,7034,7.9526,10.0,1.6,2.18,2.1,3.0,7.33
2654,00 33 38.0877,-02 44 06.7768,180.0,6713,8.8106,8.3,1.4,2.13,1.9,3.0,5.57
2655,00 33 38.2964,-15 29 14.2846,140.0,6458,11.559,0.38,1.4,0.5,0.4,0.6,7.2
2658,00 33 39.5299,+20 26 01.6717,140.0,7072,7.9418,11.1,1.6,2.22,2.1,3.0,7.07
2659,00 33 40.8949,+04 56 52.2015,97.0,6481,8.5,3.23,1.4,1.4,1.2,1.7,10.36
2664,00 33 46.6995,+74 29 38.2720,113.0,6495,9.1081,2.6,1.4,1.3,1.1,1.5,8.85
2666,00 33 48.6163,+32 51 58.3190,85.0,6066,8.1725,3.5,1.19,1.7,1.3,1.8,11.8
2670,00 33 50.6912,-40 25 49.9626,150.0,5765,10.5098,1.4,1.0,1.2,0.9,1.2,6.59
2673,00 33 52.9018,-39 14 43.8748,92.2,6427,8.3298,3.6,1.4,1.5,1.3,1.8,10.85
2675,00 33 53.2120,+81 46 15.4559,300.0,6514,10.5078,5.22,1.4,1.8,1.5,2.2,3.3
2678,00 33 56.6885,+18 47 17.5466,99.0,6053,8.695,2.8,1.19,1.5,1.2,1.7,10.07
2679,00 33 56.9447,+65 31 49.5980,709.0,6040,9.5997,70.6,1.18,7.7,6.0,8.0,1.41
2680,00 33 57.6895,+02 00 54.4782,140.0,5203,11.3871,0.44,0.85,0.816,0.5,0.7,7.4
2687,00 34 08.0214,-34 45 53.6985,580.0,6701,10.5079,18.0,1.4,3.15,3.0,4.0,1.73
2688,00 34 08.2943,+05 57 28.1537,118.0,6487,7.7399,10.0,1.4,2.5,2.1,3.0,8.45
2692,00 34 09.8578,-36 01 32.5929,130.0,5987,10.0031,1.5,1.15,1.16,0.9,1.2,7.94
2693,00 34 09.9616,+15 11 46.7324,130.0,5634,9.456,2.8,0.99,1.7,1.2,1.7,7.51
2694,00 34 10.5833,+31 38 43.9752,214.0,6689,7.8677,28.0,1.4,4.0,4.0,5.0,4.68
2696,00 34 12.4687,+14 30 56.6998,100.0,6863,7.99,5.9,1.5,1.7,1.6,2.2,9.57
2698,00 34 15.4991,-02 23 52.6742,71.6,5842,8.674,1.6,1.08,1.22,0.9,1.3,13.96
2699,00 34 15.7195,-05 44 33.9825,92.3,6626,8.622,2.7,1.4,1.3,1.1,1.6,10.83
2703,00 34 22.5364,+02 27 14.0621,160.0,5166,9.6416,4.07,0.84,2.5,1.6,2.2,6.09
2709,00 34 26.5993,-19 19 55.9614,270.0,6027,9.5017,9.9,1.17,2.9,2.2,3.0,3.73
2710,00 34 27.2132,-06 30 13.3053,40.9,6421,7.0099,2.3,1.4,1.22,1.0,1.4,24.44
2711,00 34 27.6151,-52 22 23.4589,25.0,5734,5.6755,3.7,1.0,2.0,1.4,2.0,39.24
2713,00 34 29.7545,-04 32 47.5400,77.0,5523,7.1084,8.9,0.95,3.3,2.2,3.0,12.91
2715,00 34 30.6667,-04 32 33.5658,23.0,6226,8.2991,0.11,1.3,0.28,0.23,0.3,43.6
2716,00 34 33.6982,+62 54 12.2085,54.0,6141,7.7746,2.08,1.24,1.3,1.0,1.4,18.45
2717,00 34 35.4691,+62 35 25.7172,63.0,6336,8.1995,2.0,1.4,1.16,0.95,1.3,15.87
2720,00 34 38.4220,-33 05 38.4119,180.0,6482,10.2709,2.23,1.4,1.18,1.0,1.4,5.7
2724,00 34 41.2705,+11 08 05.4068,68.0,6240,8.291,2.0,1.3,1.21,0.98,1.4,14.8
2726,00 34 47.4340,-58 53 07.3638,81.1,5828,9.2565,1.3,1.07,1.12,0.8,1.2,12.33
2727,00 34 50.5691,-21 52 55.4797,290.0,5130,9.8915,9.3,0.83,3.9,2.4,3.0,3.47
2730,00 34 53.3694,+18 54 00.3614,160.0,5755,9.0208,5.3,1.0,2.3,1.7,2.3,6.44
2731,00 34 53.4093,-68 35 48.5231,180.0,7030,8.646,10.0,1.6,2.16,2.1,3.0,5.47
2732,00 34 54.4953,+26 26 40.0451,130.0,6028,8.8928,4.0,1.17,1.8,1.4,2.0,7.85
